compressor,compressor_policy,llm_policy,outlier_precision,regular_precision,outlier_values,outlier0,outlier1,outlier2,quant_precision_values,quant0_precision,quant1_precision,quant2_precision,k_values,k0,k1,k2,num_samples,correct_count,avg_accuracy,avg_latency,avg_ce_loss,avg_margin,avg_payload_ratio,avg_compression_ratio,tp0_original_bytes,tp1_original_bytes,tp2_original_bytes,tp0_compressed_bytes,tp1_compressed_bytes,tp2_compressed_bytes,tp0_payload_ratio,tp1_payload_ratio,tp2_payload_ratio,model_name,split,positive_token,negative_token,positive_token_id,negative_token_id,prompt_template
quantization,quantization,,,,,,,,"fp16,passthrough,int8",fp16,passthrough,int8,"0.5000,1.0000,0.2500",0.5000,1.0000,0.2500,872,444,0.5091743119266054,0.054518335778159385,0.7129418423416418,0.4382209777832031,0.5834452311197916,1.7139569348792607,342884352.0,342884352.0,342884352.0,171497984.0,342884352.0,85780384.0,0.5002,1.0,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,fp16,int8",fp16,fp16,int8,"0.5000,0.5000,0.2500",0.5000,0.5000,0.2500,872,444,0.5091743119266054,0.05454651835756889,0.7129418423416418,0.4382209777832031,0.4168328179253472,2.3990433502265534,342884352.0,342884352.0,342884352.0,171497984.0,171497984.0,85780384.0,0.5002,0.5002,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"passthrough,fp16,int2",passthrough,fp16,int2,"1.0000,0.5000,0.0625",1.0000,0.5000,0.0625,872,444,0.5091743119266054,0.0547754489597779,0.7129418423416418,0.4382209777832031,0.5209452311197916,1.9195875886040108,342884352.0,342884352.0,342884352.0,342884352.0,171497984.0,21489568.0,1.0,0.5002,0.0627,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,int8,int8",fp16,int8,int8,"0.5000,0.2500,0.2500",0.5000,0.2500,0.2500,872,444,0.5091743119266054,0.05492070309792158,0.7129418423416418,0.4382209777832031,0.3335028754340278,2.9984748968013504,342884352.0,342884352.0,342884352.0,171497984.0,85780384.0,85780384.0,0.5002,0.2502,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,int2,passthrough",fp16,int2,passthrough,"0.5000,0.0625,1.0000",0.5000,0.0625,1.0000,872,444,0.5091743119266054,0.054921365139040446,0.7129418423416418,0.4382209777832031,0.5209452311197916,1.9195875886040108,342884352.0,342884352.0,342884352.0,171497984.0,21489568.0,342884352.0,0.5002,0.0627,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,fp16,int8",int8,fp16,int8,"0.2500,0.5000,0.2500",0.2500,0.5000,0.2500,872,444,0.5091743119266054,0.05533491858065453,0.7129418423416418,0.4382209777832031,0.3335028754340278,2.9984748968013504,342884352.0,342884352.0,342884352.0,85780384.0,171497984.0,85780384.0,0.2502,0.5002,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,int2,fp16",fp16,int2,fp16,"0.5000,0.0625,0.5000",0.5000,0.0625,0.5000,872,444,0.5091743119266054,0.05534835813787057,0.7129418423416418,0.4382209777832031,0.3543328179253472,2.8222054221652297,342884352.0,342884352.0,342884352.0,171497984.0,21489568.0,171497984.0,0.5002,0.0627,0.5002,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,fp16,int2",fp16,fp16,int2,"0.5000,0.5000,0.0625",0.5000,0.5000,0.0625,872,444,0.5091743119266054,0.05548185755769987,0.7129418423416418,0.4382209777832031,0.3543328179253472,2.8222054221652297,342884352.0,342884352.0,342884352.0,171497984.0,171497984.0,21489568.0,0.5002,0.5002,0.0627,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,int8,int2",fp16,int8,int2,"0.5000,0.2500,0.0625",0.5000,0.2500,0.0625,872,444,0.5091743119266054,0.05576745218622985,0.7129418423416418,0.4382209777832031,0.2710028754340278,3.689997747804109,342884352.0,342884352.0,342884352.0,171497984.0,85780384.0,21489568.0,0.5002,0.2502,0.0627,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int2,fp16,int8",int2,fp16,int8,"0.0625,0.5000,0.2500",0.0625,0.5000,0.2500,872,444,0.5091743119266054,0.05594183899325515,0.7129418423416418,0.4382209777832031,0.2710028754340278,3.689997747804109,342884352.0,342884352.0,342884352.0,21489568.0,171497984.0,85780384.0,0.0627,0.5002,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,int2,int8",fp16,int2,int8,"0.5000,0.0625,0.2500",0.5000,0.0625,0.2500,872,444,0.5091743119266054,0.05595781938215598,0.7129418423416418,0.4382209777832031,0.2710028754340278,3.689997747804109,342884352.0,342884352.0,342884352.0,171497984.0,21489568.0,85780384.0,0.5002,0.0627,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int8,fp16,int2",int8,fp16,int2,"0.2500,0.5000,0.0625",0.2500,0.5000,0.0625,872,444,0.5091743119266054,0.05612014094474426,0.7129418423416418,0.4382209777832031,0.2710028754340278,3.689997747804109,342884352.0,342884352.0,342884352.0,85780384.0,171497984.0,21489568.0,0.2502,0.5002,0.0627,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,int4,passthrough",fp16,int4,passthrough,"0.5000,0.1250,1.0000",0.5000,0.1250,1.0000,872,444,0.5091743119266054,0.05616319505497813,0.7129418423416418,0.4382209777832031,0.541778564453125,1.84577254548527,342884352.0,342884352.0,342884352.0,171497984.0,42919840.0,342884352.0,0.5002,0.1252,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,passthrough,int2",fp16,passthrough,int2,"0.5000,1.0000,0.0625",0.5000,1.0000,0.0625,872,444,0.5091743119266054,0.056357313533860406,0.7129418423416418,0.4382209777832031,0.5209452311197916,1.9195875886040108,342884352.0,342884352.0,342884352.0,171497984.0,342884352.0,21489568.0,0.5002,1.0,0.0627,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,fp16,int4",fp16,fp16,int4,"0.5000,0.5000,0.1250",0.5000,0.5000,0.1250,872,444,0.5091743119266054,0.05635974703275453,0.7129418423416418,0.4382209777832031,0.3751661512586806,2.665485669869217,342884352.0,342884352.0,342884352.0,171497984.0,171497984.0,42919840.0,0.5002,0.5002,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,int2,int2",fp16,int2,int2,"0.5000,0.0625,0.0625",0.5000,0.0625,0.0625,872,444,0.5091743119266054,0.05642495207208713,0.7129418423416418,0.4382209777832031,0.2085028754340278,4.796096926329485,342884352.0,342884352.0,342884352.0,171497984.0,21489568.0,21489568.0,0.5002,0.0627,0.0627,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"passthrough,fp16,int4",passthrough,fp16,int4,"1.0000,0.5000,0.1250",1.0000,0.5000,0.1250,872,444,0.5091743119266054,0.0564620922983906,0.7129418423416418,0.4382209777832031,0.541778564453125,1.84577254548527,342884352.0,342884352.0,342884352.0,342884352.0,171497984.0,42919840.0,1.0,0.5002,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"passthrough,int4,int8",passthrough,int4,int8,"1.0000,0.1250,0.2500",1.0000,0.1250,0.2500,872,444,0.5091743119266054,0.0565135489605632,0.8030502991238182,0.8526909151755342,0.4584486219618056,2.181269507847517,342884352.0,342884352.0,342884352.0,342884352.0,42919840.0,85780384.0,1.0,0.1252,0.2502,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,passthrough,int4",fp16,passthrough,int4,"0.5000,1.0000,0.1250",0.5000,1.0000,0.1250,872,444,0.5091743119266054,0.05656423567422589,0.7129418423416418,0.4382209777832031,0.541778564453125,1.84577254548527,342884352.0,342884352.0,342884352.0,171497984.0,342884352.0,42919840.0,0.5002,1.0,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,int4,fp16",fp16,int4,fp16,"0.5000,0.1250,0.5000",0.5000,0.1250,0.5000,872,444,0.5091743119266054,0.05669001833676711,0.7129418423416418,0.4382209777832031,0.3751661512586806,2.665485669869217,342884352.0,342884352.0,342884352.0,171497984.0,42919840.0,171497984.0,0.5002,0.1252,0.5002,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"int2,fp16,int2",int2,fp16,int2,"0.0625,0.5000,0.0625",0.0625,0.5000,0.0625,872,444,0.5091743119266054,0.05673208613420726,0.7129418423416418,0.4382209777832031,0.2085028754340278,4.796096926329485,342884352.0,342884352.0,342884352.0,21489568.0,171497984.0,21489568.0,0.0627,0.5002,0.0627,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,int8,int4",fp16,int8,int4,"0.5000,0.2500,0.1250",0.5000,0.2500,0.1250,872,444,0.5091743119266054,0.05674582212434979,0.7129418423416418,0.4382209777832031,0.2918362087673611,3.42657960170102,342884352.0,342884352.0,342884352.0,171497984.0,85780384.0,42919840.0,0.5002,0.2502,0.1252,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
quantization,quantization,,,,,,,,"fp16,int8,fp16",fp16,int8,fp16,"0.5000,0.2500,0.5000",0.5000,0.2500,0.5000,872,444,0.5091743119266054,0.05678483887485852,0.7129418423416418,0.4382209777832031,0.4168328179253472,2.3990433502265534,342884352.0,342884352.0,342884352.0,171497984.0,85780384.0,171497984.0,0.5002,0.2502,0.5002,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
