compressor,compressor_policy,llm_policy,outlier_precision,regular_precision,outlier_values,outlier0,outlier1,outlier2,k_values,k0,k1,k2,num_samples,correct_count,avg_accuracy,avg_latency,avg_ce_loss,avg_margin,avg_payload_ratio,avg_compression_ratio,tp0_original_bytes,tp1_original_bytes,tp2_original_bytes,tp0_compressed_bytes,tp1_compressed_bytes,tp2_compressed_bytes,tp0_payload_ratio,tp1_payload_ratio,tp2_payload_ratio,model_name,split,positive_token,negative_token,positive_token_id,negative_token_id,prompt_template
topk,topk,,,,,,,,"1.0000,0.7500,1.0000",1.0000,0.7500,1.0000,100,93,0.93,0.07188841501250863,0.18232715739490232,4.917938622534275,0.9271375868055556,1.078588565744046,39321600.0,39321600.0,39321600.0,39321600.0,30726400.0,39321600.0,1.0,0.7814,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"1.0000,0.5000,0.2500",1.0000,0.5000,0.2500,100,93,0.93,0.07267238500528038,0.18933716228231787,4.220855132192373,0.6042751736111112,1.654875202011133,39321600.0,39321600.0,39321600.0,39321600.0,20896000.0,11065600.0,1.0,0.5314,0.2814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"1.0000,0.2500,0.5000",1.0000,0.2500,0.5000,100,93,0.93,0.07344477700535208,0.19880658365771522,4.789950636029244,0.6042751736111112,1.654875202011133,39321600.0,39321600.0,39321600.0,39321600.0,11065600.0,20896000.0,1.0,0.2814,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.2500,1.0000,0.2500",0.2500,1.0000,0.2500,100,93,0.93,0.07508612901670858,0.19075109940313267,4.5039890515804295,0.5209418402777778,1.9196000833159759,39321600.0,39321600.0,39321600.0,11065600.0,39321600.0,11065600.0,0.2814,1.0,0.2814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.5000,1.0000,0.1250",0.5000,1.0000,0.1250,100,93,0.93,0.07555560300126672,0.23142377824056892,2.3098499321937562,0.5626085069444444,1.7774349083895853,39321600.0,39321600.0,39321600.0,20896000.0,39321600.0,6150400.0,0.5314,1.0,0.1564,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.7500,1.0000,0.1250",0.7500,1.0000,0.1250,100,93,0.93,0.07563753399299458,0.23121184307150544,2.3145350861549376,0.6459418402777778,1.5481269947925416,39321600.0,39321600.0,39321600.0,30726400.0,39321600.0,6150400.0,0.7814,1.0,0.1564,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"1.0000,0.2500,0.7500",1.0000,0.2500,0.7500,100,93,0.93,0.07650545800104737,0.19919788176746805,4.826472320258618,0.6876085069444444,1.4543159223607385,39321600.0,39321600.0,39321600.0,39321600.0,11065600.0,30726400.0,1.0,0.2814,0.7814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"1.0000,0.5000,0.5000",1.0000,0.5000,0.5000,100,93,0.93,0.07771928801434115,0.19311311147583182,4.8612960121035576,0.6876085069444444,1.4543159223607385,39321600.0,39321600.0,39321600.0,39321600.0,20896000.0,20896000.0,1.0,0.5314,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.7500,1.0000,0.2500",0.7500,1.0000,0.2500,100,93,0.93,0.07892939900280908,0.17224946182162967,4.211521966457367,0.6876085069444444,1.4543159223607385,39321600.0,39321600.0,39321600.0,30726400.0,39321600.0,11065600.0,0.7814,1.0,0.2814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.7500,0.2500,1.0000",0.7500,0.2500,1.0000,100,93,0.93,0.07995680901687592,0.19639045065909158,4.792445766627789,0.6876085069444444,1.4543159223607385,39321600.0,39321600.0,39321600.0,30726400.0,11065600.0,39321600.0,0.7814,0.2814,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"1.0000,1.0000,0.7500",1.0000,1.0000,0.7500,100,93,0.93,0.08062457900028676,0.18417379650723886,4.885874676704407,0.9271375868055556,1.078588565744046,39321600.0,39321600.0,39321600.0,39321600.0,39321600.0,30726400.0,1.0,1.0,0.7814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.2500,0.1250,0.2500",0.2500,0.1250,0.2500,100,93,0.93,0.0806369180092588,0.22525515306857413,3.399934808164835,0.23974609375,4.171079429735234,39321600.0,39321600.0,39321600.0,11065600.0,6150400.0,11065600.0,0.2814,0.1564,0.2814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.5000,0.5000,1.0000",0.5000,0.5000,1.0000,100,93,0.93,0.08130245700478554,0.19697555648366688,4.988658843636513,0.6876085069444444,1.4543159223607385,39321600.0,39321600.0,39321600.0,20896000.0,20896000.0,39321600.0,0.5314,0.5314,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.2500,1.0000,0.5000",0.2500,1.0000,0.5000,100,93,0.93,0.08242614600108937,0.22327502198299043,5.269168041646481,0.6042751736111112,1.654875202011133,39321600.0,39321600.0,39321600.0,11065600.0,39321600.0,20896000.0,0.2814,1.0,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.5000,0.2500,0.2500",0.5000,0.2500,0.2500,100,93,0.93,0.08283549000509083,0.18759232819837052,4.175133849680424,0.36474609375,2.7416331994645247,39321600.0,39321600.0,39321600.0,20896000.0,11065600.0,11065600.0,0.5314,0.2814,0.2814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"1.0000,0.5000,1.0000",1.0000,0.5000,1.0000,100,93,0.93,0.0835811169911176,0.1881669440001133,4.888612448275089,0.8438042534722222,1.1851089821899312,39321600.0,39321600.0,39321600.0,39321600.0,20896000.0,39321600.0,1.0,0.5314,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.5000,1.0000,0.5000",0.5000,1.0000,0.5000,100,93,0.93,0.08553551599383354,0.19205707278451883,4.974774699509144,0.6876085069444444,1.4543159223607385,39321600.0,39321600.0,39321600.0,20896000.0,39321600.0,20896000.0,0.5314,1.0,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.7500,0.5000,1.0000",0.7500,0.5000,1.0000,100,93,0.93,0.08597173898946493,0.18514057352789678,4.898733842968941,0.7709418402777778,1.2971147079521463,39321600.0,39321600.0,39321600.0,30726400.0,20896000.0,39321600.0,0.7814,0.5314,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.5000,0.5000,0.1250",0.5000,0.5000,0.1250,100,93,0.93,0.0868290390027687,0.23481052093207835,2.3536359667778015,0.4064127604166667,2.460552663195835,39321600.0,39321600.0,39321600.0,20896000.0,20896000.0,6150400.0,0.5314,0.5314,0.1564,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.2500,1.0000,0.7500",0.2500,1.0000,0.7500,100,93,0.93,0.08800821501528844,0.22325380505455542,5.238088324666023,0.6876085069444444,1.4543159223607385,39321600.0,39321600.0,39321600.0,11065600.0,39321600.0,30726400.0,0.2814,1.0,0.7814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"1.0000,0.7500,0.2500",1.0000,0.7500,0.2500,100,93,0.93,0.0892843009904027,0.1792667002376402,4.2475369621813295,0.6876085069444444,1.4543159223607385,39321600.0,39321600.0,39321600.0,39321600.0,30726400.0,11065600.0,1.0,0.7814,0.2814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.5000,0.1250,0.1250",0.5000,0.1250,0.1250,100,93,0.93,0.08992210400290787,0.2687643842957914,1.923677544593811,0.2814127604166667,3.553499132446501,39321600.0,39321600.0,39321600.0,20896000.0,6150400.0,6150400.0,0.5314,0.1564,0.1564,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"1.0000,0.7500,0.5000",1.0000,0.7500,0.5000,100,93,0.93,0.09084245499921963,0.18325910506857326,4.890206754803658,0.7709418402777778,1.2971147079521463,39321600.0,39321600.0,39321600.0,39321600.0,30726400.0,20896000.0,1.0,0.7814,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.2500,0.7500,1.0000",0.2500,0.7500,1.0000,100,93,0.93,0.09174799598986283,0.22476408036032808,5.272993792593479,0.6876085069444444,1.4543159223607385,39321600.0,39321600.0,39321600.0,11065600.0,30726400.0,39321600.0,0.2814,0.7814,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.7500,1.0000,0.7500",0.7500,1.0000,0.7500,100,93,0.93,0.09196669002296404,0.18454153037891957,4.866709238886833,0.8542751736111112,1.1705830052076718,39321600.0,39321600.0,39321600.0,30726400.0,39321600.0,30726400.0,0.7814,1.0,0.7814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.7500,1.0000,0.5000",0.7500,1.0000,0.5000,100,93,0.93,0.09206877200398594,0.1867286093927396,4.874898527860641,0.7709418402777778,1.2971147079521463,39321600.0,39321600.0,39321600.0,30726400.0,39321600.0,20896000.0,0.7814,1.0,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.5000,0.7500,0.1250",0.5000,0.7500,0.1250,100,93,0.93,0.09232049000216648,0.23274567257147283,2.3126260590553285,0.48974609375,2.0418743768693917,39321600.0,39321600.0,39321600.0,20896000.0,30726400.0,6150400.0,0.5314,0.7814,0.1564,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.5000,0.7500,1.0000",0.5000,0.7500,1.0000,100,93,0.93,0.09246765499236062,0.18980411407887005,4.946748642921448,0.7709418402777778,1.2971147079521463,39321600.0,39321600.0,39321600.0,20896000.0,30726400.0,39321600.0,0.5314,0.7814,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.2500,0.5000,0.2500",0.2500,0.5000,0.2500,100,93,0.93,0.09248770298669115,0.19180068093643057,4.5095022399723526,0.36474609375,2.7416331994645247,39321600.0,39321600.0,39321600.0,11065600.0,20896000.0,11065600.0,0.2814,0.5314,0.2814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"1.0000,0.7500,0.7500",1.0000,0.7500,0.7500,100,93,0.93,0.09449863398913294,0.18280397922702832,4.88511694163084,0.8542751736111112,1.1705830052076718,39321600.0,39321600.0,39321600.0,39321600.0,30726400.0,30726400.0,1.0,0.7814,0.7814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.7500,0.7500,1.0000",0.7500,0.7500,1.0000,100,93,0.93,0.09511180300265551,0.18252808364195516,4.8957791519165035,0.8542751736111112,1.1705830052076718,39321600.0,39321600.0,39321600.0,30726400.0,30726400.0,39321600.0,0.7814,0.7814,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.7500,0.5000,0.2500",0.7500,0.5000,0.2500,100,93,0.93,0.09543170701479539,0.19136374345456716,4.210076402425766,0.5314127604166666,1.8817764165390505,39321600.0,39321600.0,39321600.0,30726400.0,20896000.0,11065600.0,0.7814,0.5314,0.2814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.7500,0.2500,0.2500",0.7500,0.2500,0.2500,100,93,0.93,0.09569478101097047,0.19044812791282312,4.106331202238798,0.4480794270833333,2.231747184889212,39321600.0,39321600.0,39321600.0,30726400.0,11065600.0,11065600.0,0.7814,0.2814,0.2814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.5000,0.5000,0.5000",0.5000,0.5000,0.5000,100,93,0.93,0.09627619999460876,0.19505963647723548,4.9789787819981575,0.5314127604166666,1.8817764165390505,39321600.0,39321600.0,39321600.0,20896000.0,20896000.0,20896000.0,0.5314,0.5314,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.5000,1.0000,0.7500",0.5000,1.0000,0.7500,100,93,0.93,0.09817871801089495,0.19253148087707814,4.9222512486577035,0.7709418402777778,1.2971147079521463,39321600.0,39321600.0,39321600.0,20896000.0,39321600.0,30726400.0,0.5314,1.0,0.7814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.2500,0.7500,0.2500",0.2500,0.7500,0.2500,100,93,0.93,0.10024157299427315,0.19474236070964251,4.506814637035132,0.4480794270833333,2.231747184889212,39321600.0,39321600.0,39321600.0,11065600.0,30726400.0,11065600.0,0.2814,0.7814,0.2814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.7500,0.7500,0.1250",0.7500,0.7500,0.1250,100,93,0.93,0.10056475300807506,0.23153170815669,2.318676688671112,0.5730794270833334,1.7449588185174667,39321600.0,39321600.0,39321600.0,30726400.0,30726400.0,6150400.0,0.7814,0.7814,0.1564,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.7500,0.7500,0.2500",0.7500,0.7500,0.2500,100,93,0.93,0.10336475300136953,0.17609124780981802,4.2036185087263584,0.61474609375,1.6266878474980142,39321600.0,39321600.0,39321600.0,30726400.0,30726400.0,11065600.0,0.7814,0.7814,0.2814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.5000,0.7500,0.5000",0.5000,0.7500,0.5000,100,93,0.93,0.10389971698634326,0.1906921740612597,4.965296593904495,0.61474609375,1.6266878474980142,39321600.0,39321600.0,39321600.0,20896000.0,30726400.0,20896000.0,0.5314,0.7814,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.7500,0.2500,0.5000",0.7500,0.2500,0.5000,100,93,0.93,0.10509235900826752,0.19325351356717874,4.728159348666668,0.5314127604166666,1.8817764165390505,39321600.0,39321600.0,39321600.0,30726400.0,11065600.0,20896000.0,0.7814,0.2814,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.2500,0.7500,0.5000",0.2500,0.7500,0.5000,100,93,0.93,0.10509722500108182,0.22660422743254457,5.271084777712822,0.5314127604166666,1.8817764165390505,39321600.0,39321600.0,39321600.0,11065600.0,30726400.0,20896000.0,0.2814,0.7814,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.7500,0.2500,0.7500",0.7500,0.2500,0.7500,100,93,0.93,0.10730858500581235,0.19689740225934657,4.7664747655391695,0.61474609375,1.6266878474980142,39321600.0,39321600.0,39321600.0,30726400.0,11065600.0,30726400.0,0.7814,0.2814,0.7814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.5000,0.7500,0.7500",0.5000,0.7500,0.7500,100,93,0.93,0.10902148499852046,0.1921471705127624,4.917533122599125,0.6980794270833334,1.4325017486593612,39321600.0,39321600.0,39321600.0,20896000.0,30726400.0,30726400.0,0.5314,0.7814,0.7814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.7500,0.5000,0.5000",0.7500,0.5000,0.5000,100,93,0.93,0.10945795900886879,0.1902298567847174,4.887979100048542,0.61474609375,1.6266878474980142,39321600.0,39321600.0,39321600.0,30726400.0,20896000.0,20896000.0,0.7814,0.5314,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.5000,0.5000,0.7500",0.5000,0.5000,0.7500,100,93,0.93,0.10951058101840318,0.1959191979971365,4.961299450993538,0.61474609375,1.6266878474980142,39321600.0,39321600.0,39321600.0,20896000.0,20896000.0,30726400.0,0.5314,0.5314,0.7814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.7500,0.7500,0.5000",0.7500,0.7500,0.5000,100,93,0.93,0.11038849098607897,0.18466578100720654,4.878706088960171,0.6980794270833334,1.4325017486593612,39321600.0,39321600.0,39321600.0,30726400.0,30726400.0,20896000.0,0.7814,0.7814,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"1.0000,0.7500,0.1250",1.0000,0.7500,0.1250,100,93,0.93,0.1124441930023022,0.23065388701856138,2.3259576535224915,0.6459418402777778,1.5481269947925416,39321600.0,39321600.0,39321600.0,39321600.0,30726400.0,6150400.0,1.0,0.7814,0.1564,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.2500,0.7500,0.7500",0.2500,0.7500,0.7500,100,93,0.93,0.11416684499941766,0.22660399787506322,5.248686211705208,0.61474609375,1.6266878474980142,39321600.0,39321600.0,39321600.0,11065600.0,30726400.0,30726400.0,0.2814,0.7814,0.7814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.7500,0.7500,0.7500",0.7500,0.7500,0.7500,100,93,0.93,0.11619084700243548,0.18319096449471545,4.868716268837452,0.7814127604166666,1.2797333888773172,39321600.0,39321600.0,39321600.0,30726400.0,30726400.0,30726400.0,0.7814,0.7814,0.7814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.7500,0.5000,0.7500",0.7500,0.5000,0.7500,100,93,0.93,0.11710805800044909,0.1866713421457098,4.86962310642004,0.6980794270833334,1.4325017486593612,39321600.0,39321600.0,39321600.0,30726400.0,20896000.0,30726400.0,0.7814,0.5314,0.7814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"1.0000,0.5000,0.7500",1.0000,0.5000,0.7500,100,93,0.93,0.13167110299458729,0.1896253908376093,4.860265529751778,0.7709418402777778,1.2971147079521463,39321600.0,39321600.0,39321600.0,39321600.0,20896000.0,30726400.0,1.0,0.5314,0.7814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"1.0000,0.2500,0.2500",1.0000,0.2500,0.2500,100,92,0.92,0.06553460198221728,0.19480941880086902,4.1721767465770245,0.5209418402777778,1.9196000833159759,39321600.0,39321600.0,39321600.0,39321600.0,11065600.0,11065600.0,1.0,0.2814,0.2814,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
topk,topk,,,,,,,,"0.2500,0.1250,1.0000",0.2500,0.1250,1.0000,100,92,0.92,0.06634976299945265,0.2369335413099907,4.110264247059822,0.4792751736111111,2.0864840389404575,39321600.0,39321600.0,39321600.0,11065600.0,6150400.0,39321600.0,0.2814,0.1564,1.0,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
