compressor,compressor_policy,llm_policy,outlier_precision,regular_precision,outlier_values,outlier0,outlier1,outlier2,k_values,k0,k1,k2,num_samples,correct_count,avg_accuracy,avg_latency,avg_ce_loss,avg_margin,avg_payload_ratio,avg_compression_ratio,tp0_original_bytes,tp1_original_bytes,tp2_original_bytes,tp0_compressed_bytes,tp1_compressed_bytes,tp2_compressed_bytes,tp0_payload_ratio,tp1_payload_ratio,tp2_payload_ratio,model_name,split,positive_token,negative_token,positive_token_id,negative_token_id,prompt_template
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.0100,0.0100,1.0000",0.0100,0.0100,1.0000,"0.2877,0.2877,0.5314",0.2877,0.2877,0.5314,100,93,0.93,0.10344403000315651,0.18717115904059028,4.467846130132675,0.3689507039388021,2.710389191087897,39321600.0,39321600.0,39321600.0,11313600.0,11313596.0,20896000.0,0.2877,0.2877,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.2500,0.0100,1.0000",0.2500,0.0100,1.0000,"0.4077,0.2877,0.5314",0.4077,0.2877,0.5314,100,93,0.93,0.10504832500126213,0.1873376442681183,4.470026557445526,0.40894905938042536,2.445292334245838,39321600.0,39321600.0,39321600.0,16032000.0,11313594.0,20896000.0,0.4077,0.2877,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.5000,0.2500,1.0000",0.5000,0.2500,1.0000,"0.5327,0.4077,0.5314",0.5327,0.4077,0.5314,100,93,0.93,0.1068446170189418,0.18700556370982668,4.4694015204906465,0.49061408148871527,2.038261920582484,39321600.0,39321600.0,39321600.0,20947192.0,16032000.0,20896000.0,0.5327,0.4077,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.0100,1.0000,0.2500",0.0100,1.0000,0.2500,"0.2877,0.5314,0.4077",0.2877,0.5314,0.4077,100,93,0.93,0.10839544000104069,0.18740725419891532,4.462218421697616,0.40894905938042536,2.445292334245838,39321600.0,39321600.0,39321600.0,11313600.0,20896000.0,16031994.0,0.2877,0.5314,0.4077,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.0100,1.0000,0.0100",0.0100,1.0000,0.0100,"0.2877,0.5314,0.2877",0.2877,0.5314,0.2877,100,93,0.93,0.1088777699857019,0.18710431074170628,4.464377181529999,0.3689507208930122,2.7103890665387227,39321600.0,39321600.0,39321600.0,11313600.0,20896000.0,11313598.0,0.2877,0.5314,0.2877,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"1.0000,0.2500,0.0100",1.0000,0.2500,0.0100,"0.5314,0.4077,0.2877",0.5314,0.4077,0.2877,100,93,0.93,0.10989696700591595,0.18720832241233437,4.469576597809792,0.40894904242621527,2.4452924356227714,39321600.0,39321600.0,39321600.0,20896000.0,16031998.0,11313594.0,0.5314,0.4077,0.2877,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.0100,0.5000,1.0000",0.0100,0.5000,1.0000,"0.2877,0.5327,0.5314",0.2877,0.5327,0.5314,100,93,0.93,0.11105574999470263,0.18735925297718495,4.462739188075066,0.4506157769097222,2.2191855040183004,39321600.0,39321600.0,39321600.0,11313600.0,20947200.0,20896000.0,0.2877,0.5327,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.5000,0.5000,1.0000",0.5000,0.5000,1.0000,"0.5327,0.5327,0.5314",0.5327,0.5327,0.5314,100,93,0.93,0.11110439099138603,0.18704952731815866,4.469382503032684,0.532280748155382,1.878707812494625,39321600.0,39321600.0,39321600.0,20947192.0,20947200.0,20896000.0,0.5327,0.5327,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.5000,1.0000,0.0100",0.5000,1.0000,0.0100,"0.5327,0.5314,0.2877",0.5327,0.5314,0.2877,100,93,0.93,0.11250711499713362,0.18711430990195368,4.470525036454201,0.45061569213867186,2.219185921497517,39321600.0,39321600.0,39321600.0,20947192.0,20896000.0,11313598.0,0.5327,0.5314,0.2877,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.2500,1.0000,0.0100",0.2500,1.0000,0.0100,"0.4077,0.5314,0.2877",0.4077,0.5314,0.2877,100,93,0.93,0.11259198799030855,0.1869513673777692,4.469971652626992,0.4089491102430556,2.4452920301150876,39321600.0,39321600.0,39321600.0,16032000.0,20896000.0,11313600.0,0.4077,0.5314,0.2877,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.5000,1.0000,0.2500",0.5000,1.0000,0.2500,"0.5327,0.5314,0.4077",0.5327,0.5314,0.4077,100,93,0.93,0.11271839898312465,0.187125442934921,4.46933842599392,0.49061408148871527,2.038261920582484,39321600.0,39321600.0,39321600.0,20947192.0,20896000.0,16032000.0,0.5327,0.5314,0.4077,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.2500,0.2500,1.0000",0.2500,0.2500,1.0000,"0.4077,0.4077,0.5314",0.4077,0.4077,0.5314,100,93,0.93,0.11342156800674275,0.18695938254561043,4.46910601079464,0.4489474148220486,2.2274323606393294,39321600.0,39321600.0,39321600.0,16032000.0,16031992.0,20896000.0,0.4077,0.4077,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.0100,1.0000,0.5000",0.0100,1.0000,0.5000,"0.2877,0.5314,0.5327",0.2877,0.5314,0.5327,100,93,0.93,0.1141344540170394,0.18735816072294256,4.462858346700668,0.450615726047092,2.2191857545058116,39321600.0,39321600.0,39321600.0,11313600.0,20896000.0,20947194.0,0.2877,0.5314,0.5327,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.2500,0.5000,1.0000",0.2500,0.5000,1.0000,"0.4077,0.5327,0.5314",0.4077,0.5327,0.5314,100,93,0.93,0.11540043900022283,0.18700401400798,4.469249818921089,0.4906141153971354,2.0382617797095666,39321600.0,39321600.0,39321600.0,16032000.0,20947196.0,20896000.0,0.4077,0.5327,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"1.0000,0.2500,0.2500",1.0000,0.2500,0.2500,"0.5314,0.4077,0.4077",0.5314,0.4077,0.4077,100,93,0.93,0.11552899698959664,0.1871074564452283,4.4691816163063045,0.4489474656846788,2.227432108286711,39321600.0,39321600.0,39321600.0,20896000.0,16031998.0,16032000.0,0.5314,0.4077,0.4077,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.0100,0.2500,1.0000",0.0100,0.2500,1.0000,"0.2877,0.4077,0.5314",0.2877,0.4077,0.5314,100,93,0.93,0.11612296099076047,0.18741259547910885,4.462682777643204,0.4089491102430556,2.4452920301150876,39321600.0,39321600.0,39321600.0,11313600.0,16032000.0,20896000.0,0.2877,0.4077,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"1.0000,0.5000,0.5000",1.0000,0.5000,0.5000,"0.5314,0.5327,0.5327",0.5314,0.5327,0.5327,100,93,0.93,0.11657856500474736,0.18706325447943528,4.469406383037567,0.5322808159722222,1.8787075731321985,39321600.0,39321600.0,39321600.0,20896000.0,20947200.0,20947200.0,0.5314,0.5327,0.5327,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"1.0000,0.2500,0.5000",1.0000,0.2500,0.5000,"0.5314,0.4077,0.5327",0.5314,0.4077,0.5327,100,93,0.93,0.11678487597731874,0.18708421385177643,4.469200135469436,0.4906141323513455,2.0382617092731157,39321600.0,39321600.0,39321600.0,20896000.0,16031998.0,20947200.0,0.5314,0.4077,0.5327,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"1.0000,0.0100,0.5000",1.0000,0.0100,0.5000,"0.5314,0.2877,0.5327",0.5314,0.2877,0.5327,100,93,0.93,0.117336211996153,0.18726893371989717,4.469308513402939,0.45061570909288196,2.2191858380016614,39321600.0,39321600.0,39321600.0,20896000.0,11313592.0,20947200.0,0.5314,0.2877,0.5327,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.2500,1.0000,0.5000",0.2500,1.0000,0.5000,"0.4077,0.5314,0.5327",0.4077,0.5314,0.5327,100,93,0.93,0.11753558200085536,0.18699492631072645,4.469268630743027,0.4906139967176649,2.0382622727648614,39321600.0,39321600.0,39321600.0,16032000.0,20896000.0,20947182.0,0.4077,0.5314,0.5327,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"1.0000,0.0100,0.2500",1.0000,0.0100,0.2500,"0.5314,0.2877,0.4077",0.5314,0.2877,0.4077,100,93,0.93,0.11770080300746485,0.18722837215696927,4.469044641256333,0.40894904242621527,2.4452924356227714,39321600.0,39321600.0,39321600.0,20896000.0,11313592.0,16032000.0,0.5314,0.2877,0.4077,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"1.0000,0.0100,0.0100",1.0000,0.0100,0.0100,"0.5314,0.2877,0.2877",0.5314,0.2877,0.2877,100,93,0.93,0.1183081039856188,0.18713905337441247,4.470005837082863,0.36895067003038196,2.7103894401862805,39321600.0,39321600.0,39321600.0,20896000.0,11313592.0,11313600.0,0.5314,0.2877,0.2877,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"1.0000,0.5000,0.0100",1.0000,0.5000,0.0100,"0.5314,0.5327,0.2877",0.5314,0.5327,0.2877,100,93,0.93,0.11928460800088941,0.1871111530024791,4.47053120791912,0.450615726047092,2.2191857545058116,39321600.0,39321600.0,39321600.0,20896000.0,20947200.0,11313594.0,0.5314,0.5327,0.2877,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"1.0000,0.5000,0.2500",1.0000,0.5000,0.2500,"0.5314,0.5327,0.4077",0.5314,0.5327,0.4077,100,93,0.93,0.11986467599403113,0.187035700751876,4.4692471575737,0.4906141323513455,2.0382617092731157,39321600.0,39321600.0,39321600.0,20896000.0,20947200.0,16031998.0,0.5314,0.5327,0.4077,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.5000,1.0000,0.5000",0.5000,1.0000,0.5000,"0.5327,0.5314,0.5327",0.5327,0.5314,0.5327,100,93,0.93,0.12128934700740501,0.18707433293602663,4.469431304335594,0.5322807312011719,1.878707872335241,39321600.0,39321600.0,39321600.0,20947192.0,20896000.0,20947198.0,0.5327,0.5314,0.5327,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.5000,0.0100,1.0000",0.5000,0.0100,1.0000,"0.5327,0.2877,0.5314",0.5327,0.2877,0.5314,100,93,0.93,0.12270594400120899,0.18749405597074656,4.469683022499084,0.45061564127604165,2.2191861719851222,39321600.0,39321600.0,39321600.0,20947192.0,11313592.0,20896000.0,0.5327,0.2877,0.5314,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.2500,1.0000,0.2500",0.2500,1.0000,0.2500,"0.4077,0.5314,0.4077",0.4077,0.5314,0.4077,100,93,0.93,0.12540269400225953,0.1869708123942837,4.469004905223846,0.44894744873046877,2.227432192404244,39321600.0,39321600.0,39321600.0,16032000.0,20896000.0,16031996.0,0.4077,0.5314,0.4077,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.0100,0.0100,0.5000",0.0100,0.0100,0.5000,"0.2877,0.2877,0.5327",0.2877,0.2877,0.5327,100,93,0.93,0.1301010849722661,0.18719350361003306,4.467882219552994,0.3693846469455295,2.7072050998033568,39321600.0,39321600.0,39321600.0,11313600.0,11313596.0,20947190.0,0.2877,0.2877,0.5327,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.5000,0.5000,0.2500",0.5000,0.5000,0.2500,"0.5327,0.5327,0.4077",0.5327,0.5327,0.4077,100,93,0.93,0.13411139599746094,0.1870491627440788,4.4690969276428225,0.49104810926649306,2.0364603409098914,39321600.0,39321600.0,39321600.0,20947192.0,20947200.0,16032000.0,0.5327,0.5327,0.4077,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.0100,0.0100,0.2500",0.0100,0.0100,0.2500,"0.2877,0.2877,0.4077",0.2877,0.2877,0.4077,100,93,0.93,0.1349108159937896,0.1871448275836883,4.467087724208832,0.32771801418728297,3.051403818859112,39321600.0,39321600.0,39321600.0,11313600.0,11313596.0,16031994.0,0.2877,0.2877,0.4077,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.2500,0.0100,0.0100",0.2500,0.0100,0.0100,"0.4077,0.2877,0.2877",0.4077,0.2877,0.2877,100,93,0.93,0.1351591759873554,0.18733789236837764,4.470903998017311,0.32771803114149306,3.051403660997364,39321600.0,39321600.0,39321600.0,16032000.0,11313594.0,11313598.0,0.4077,0.2877,0.2877,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.0100,0.2500,0.2500",0.0100,0.2500,0.2500,"0.2877,0.4077,0.4077",0.2877,0.4077,0.4077,100,93,0.93,0.1352184070041403,0.18735559180262498,4.462198835611344,0.3677164713541667,2.7194865552727676,39321600.0,39321600.0,39321600.0,11313600.0,16032000.0,16032000.0,0.2877,0.4077,0.4077,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.2500,0.0100,0.5000",0.2500,0.0100,0.5000,"0.4077,0.2877,0.5327",0.4077,0.2877,0.5327,100,93,0.93,0.13530786600662395,0.18734808377019363,4.469932501912117,0.40938307020399306,2.442699937497919,39321600.0,39321600.0,39321600.0,16032000.0,11313594.0,20947198.0,0.4077,0.2877,0.5327,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.5000,0.2500,0.5000",0.5000,0.2500,0.5000,"0.5327,0.4077,0.5327",0.5327,0.4077,0.5327,100,93,0.93,0.13583096700254826,0.18699011680611874,4.4693516010046,0.49104809231228297,2.0364604112218974,39321600.0,39321600.0,39321600.0,20947192.0,16032000.0,20947198.0,0.5327,0.4077,0.5327,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.2500,0.0100,0.2500",0.2500,0.0100,0.2500,"0.4077,0.2877,0.4077",0.4077,0.2877,0.4077,100,93,0.93,0.13605918998597188,0.1873586901006638,4.469706543087959,0.3677164035373264,2.7194870568195673,39321600.0,39321600.0,39321600.0,16032000.0,11313594.0,16031998.0,0.4077,0.2877,0.4077,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.2500,0.5000,0.0100",0.2500,0.5000,0.0100,"0.4077,0.5327,0.2877",0.4077,0.5327,0.2877,100,93,0.93,0.13663664801046252,0.18701040289888624,4.469930602908135,0.40938308715820315,2.442699836335831,39321600.0,39321600.0,39321600.0,16032000.0,20947196.0,11313598.0,0.4077,0.5327,0.2877,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.5000,0.0100,0.0100",0.5000,0.0100,0.0100,"0.5327,0.2877,0.2877",0.5327,0.2877,0.2877,100,93,0.93,0.13757800299674272,0.1875669339412707,4.470409114956856,0.36938452826605905,2.7072059696006634,39321600.0,39321600.0,39321600.0,20947192.0,11313592.0,11313588.0,0.5327,0.2877,0.2877,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.5000,0.5000,0.0100",0.5000,0.5000,0.0100,"0.5327,0.5327,0.2877",0.5327,0.5327,0.2877,100,93,0.93,0.1380224939947948,0.1870964922674466,4.470559460520744,0.45104971991644965,2.2170504843351533,39321600.0,39321600.0,39321600.0,20947192.0,20947200.0,11313598.0,0.5327,0.5327,0.2877,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.0100,0.0100,0.0100",0.0100,0.0100,0.0100,"0.2877,0.2877,0.2877",0.2877,0.2877,0.2877,100,93,0.93,0.14016630500089378,0.18711302747105946,4.4692367374897,0.2877196926540799,3.475604991703789,39321600.0,39321600.0,39321600.0,11313600.0,11313596.0,11313600.0,0.2877,0.2877,0.2877,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.0100,0.2500,0.0100",0.0100,0.2500,0.0100,"0.2877,0.4077,0.2877",0.2877,0.4077,0.2877,100,93,0.93,0.14059555701212959,0.18718456002825407,4.464412232041359,0.3277180650499132,3.051403345273916,39321600.0,39321600.0,39321600.0,11313600.0,16032000.0,11313596.0,0.2877,0.4077,0.2877,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
llmint8,llmint8_fp16_int8,fp16_int8,fp16,int8,"0.5000,0.5000,0.5000",0.5000,0.5000,0.5000,"0.5327,0.5327,0.5327",0.5327,0.5327,0.5327,100,93,0.93,0.14123691198881716,0.18706567362096393,4.46938094496727,0.5327147420247396,1.877177260383681,39321600.0,39321600.0,39321600.0,20947192.0,20947200.0,20947196.0,0.5327,0.5327,0.5327,google/flan-t5-base,validation,positive,negative,1465,2841,"Classify the sentiment of the following sentence as positive or negative.
Sentence: {sentence}
Sentiment:"
